Venue,Month,EID,Topic,Count
1114957,1,jrhcklyvcbbc,workshop,1
1114957,1,jrhcklyvcbbc,tennis,1
1114957,1,jrhcklyvcbbc,st,1
1114957,1,jrhcklyvcbbc,night,1
1114957,1,jrhcklyvcbbc,club,1
1114957,1,jrhcklyvcbbc,woman,1
1114957,1,jrhcklyvcbbc,indoor,1
1114957,1,jrhcklyvcbbc,toastmasters,1
1114957,1,jrhcklyvcbbc,elks,1
1114957,1,jrhcklyvcbbc,yoga,1
1114957,1,jrhcklyvcbjb,club,1
1114957,1,jrhcklyvcbjb,tennis,1
1114957,1,jrhcklyvcbjb,elks,1
1114957,1,jrhcklyvcbjb,night,1
1114957,1,jrhcklyvcbjb,woman,1
1114957,1,jrhcklyvcbjb,toastmasters,1
1114957,1,jrhcklyvcbjb,yoga,1
1114957,1,jrhcklyvcbjb,indoor,1
1114957,1,jrhcklyvcbjb,workshop,1
1114957,1,jrhcklyvcbjb,st,1
1114957,1,jrhcklyvcbkc,elks,1
1114957,1,jrhcklyvcbkc,workshop,1
1114957,1,jrhcklyvcbkc,woman,1
1114957,1,jrhcklyvcbkc,st,1
1114957,1,jrhcklyvcbkc,toastmasters,1
1114957,1,jrhcklyvcbkc,night,1
1114957,1,jrhcklyvcbkc,yoga,1
1114957,1,jrhcklyvcbkc,indoor,1
1114957,1,jrhcklyvcbkc,club,1
1114957,1,jrhcklyvcbkc,tennis,1
1114957,1,jrhcklyvcbrb,toastmasters,1
1114957,1,jrhcklyvcbrb,yoga,1
1114957,1,jrhcklyvcbrb,woman,1
1114957,1,jrhcklyvcbrb,night,1
1114957,1,jrhcklyvcbrb,elks,1
1114957,1,jrhcklyvcbrb,indoor,1
1114957,1,jrhcklyvcbrb,st,1
1114957,1,jrhcklyvcbrb,club,1
1114957,1,jrhcklyvcbrb,tennis,1
1114957,1,jrhcklyvcbrb,workshop,1
1114957,8,xsbdhlytlbhb,workshop,1
1114957,8,xsbdhlytlbhb,club,1
1114957,8,xsbdhlytlbhb,yoga,1
1114957,8,xsbdhlytlbhb,woman,1
1114957,8,xsbdhlytlbhb,indoor,1
1114957,8,xsbdhlytlbhb,tennis,1
1114957,8,xsbdhlytlbhb,night,1
1114957,8,xsbdhlytlbhb,st,1
1114957,8,xsbdhlytlbhb,toastmasters,1
1114957,8,xsbdhlytlbhb,elks,1
1114957,8,xsbdhlytlbqb,st,1
1114957,8,xsbdhlytlbqb,elks,1
1114957,8,xsbdhlytlbqb,woman,1
1114957,8,xsbdhlytlbqb,yoga,1
1114957,8,xsbdhlytlbqb,tennis,1
1114957,8,xsbdhlytlbqb,indoor,1
1114957,8,xsbdhlytlbqb,night,1
1114957,8,xsbdhlytlbqb,club,1
1114957,8,xsbdhlytlbqb,workshop,1
1114957,8,xsbdhlytlbqb,toastmasters,1
1344683,8,dfwrmcytlbdb,scrabble,1
1344683,8,dfwrmcytlbdb,mass,1
1344683,8,dfwrmcytlbdb,come,1
1344683,8,dfwrmcytlbdb,mob,1
1344683,8,dfwrmcytlbdb,learn,1
1344683,8,dfwrmcytlbdb,ultimate,1
1344683,8,dfwrmcytlbdb,oval,1
1344683,8,dfwrmcytlbdb,lower,1
1344683,8,dfwrmcytlbdb,see,1
1344683,8,dfwrmcytlbdb,play,1
1344683,8,dfwrmcytlbfc,oval,1
1344683,8,dfwrmcytlbfc,come,1
1344683,8,dfwrmcytlbfc,mass,1
1344683,8,dfwrmcytlbfc,mob,1
1344683,8,dfwrmcytlbfc,play,1
1344683,8,dfwrmcytlbfc,see,1
1344683,8,dfwrmcytlbfc,lower,1
1344683,8,dfwrmcytlbfc,ultimate,1
1344683,8,dfwrmcytlbfc,learn,1
1344683,8,dfwrmcytlbfc,scrabble,1
1344683,8,dfwrmcytlbmb,ultimate,1
1344683,8,dfwrmcytlbmb,oval,1
1344683,8,dfwrmcytlbmb,play,1
1344683,8,dfwrmcytlbmb,scrabble,1
1344683,8,dfwrmcytlbmb,mob,1
1344683,8,dfwrmcytlbmb,learn,1
1344683,8,dfwrmcytlbmb,come,1
1344683,8,dfwrmcytlbmb,lower,1
1344683,8,dfwrmcytlbmb,mass,1
1344683,8,dfwrmcytlbmb,see,1
1344683,8,dfwrmcytlbnc,mass,1
1344683,8,dfwrmcytlbnc,see,1
1344683,8,dfwrmcytlbnc,oval,1
1344683,8,dfwrmcytlbnc,play,1
1344683,8,dfwrmcytlbnc,come,1
1344683,8,dfwrmcytlbnc,ultimate,1
1344683,8,dfwrmcytlbnc,lower,1
1344683,8,dfwrmcytlbnc,learn,1
1344683,8,dfwrmcytlbnc,scrabble,1
1344683,8,dfwrmcytlbnc,mob,1
1344683,9,dfwrmcytmbbc,scrabble,1
1344683,9,dfwrmcytmbbc,mob,1
1344683,9,dfwrmcytmbbc,come,1
1344683,9,dfwrmcytmbbc,ultimate,1
1344683,9,dfwrmcytmbbc,see,1
1344683,9,dfwrmcytmbbc,mass,1
1344683,9,dfwrmcytmbbc,play,1
1344683,9,dfwrmcytmbbc,lower,1
1344683,9,dfwrmcytmbbc,learn,1
1344683,9,dfwrmcytmbbc,oval,1
1344683,9,dfwrmcytmbjb,see,1
1344683,9,dfwrmcytmbjb,scrabble,1
1344683,9,dfwrmcytmbjb,mass,1
1344683,9,dfwrmcytmbjb,oval,1
1344683,9,dfwrmcytmbjb,mob,1
1344683,9,dfwrmcytmbjb,come,1
1344683,9,dfwrmcytmbjb,ultimate,1
1344683,9,dfwrmcytmbjb,play,1
1344683,9,dfwrmcytmbjb,learn,1
1344683,9,dfwrmcytmbjb,lower,1
1344683,9,dfwrmcytmbkc,ultimate,1
1344683,9,dfwrmcytmbkc,mob,1
1344683,9,dfwrmcytmbkc,lower,1
1344683,9,dfwrmcytmbkc,play,1
1344683,9,dfwrmcytmbkc,scrabble,1
1344683,9,dfwrmcytmbkc,come,1
1344683,9,dfwrmcytmbkc,see,1
1344683,9,dfwrmcytmbkc,learn,1
1344683,9,dfwrmcytmbkc,oval,1
1344683,9,dfwrmcytmbkc,mass,1
1344683,9,dfwrmcytmbrb,mob,1
1344683,9,dfwrmcytmbrb,lower,1
1344683,9,dfwrmcytmbrb,oval,1
1344683,9,dfwrmcytmbrb,play,1
1344683,9,dfwrmcytmbrb,learn,1
1344683,9,dfwrmcytmbrb,see,1
1344683,9,dfwrmcytmbrb,mass,1
1344683,9,dfwrmcytmbrb,ultimate,1
1344683,9,dfwrmcytmbrb,scrabble,1
1344683,9,dfwrmcytmbrb,come,1
1344683,10,dfwrmcytnbgb,ultimate,1
1344683,10,dfwrmcytnbgb,lower,1
1344683,10,dfwrmcytnbgb,play,1
1344683,10,dfwrmcytnbgb,come,1
1344683,10,dfwrmcytnbgb,mob,1
1344683,10,dfwrmcytnbgb,learn,1
1344683,10,dfwrmcytnbgb,oval,1
1344683,10,dfwrmcytnbgb,mass,1
1344683,10,dfwrmcytnbgb,scrabble,1
1344683,10,dfwrmcytnbgb,see,1
1344683,10,dfwrmcytnbhc,scrabble,1
1344683,10,dfwrmcytnbhc,learn,1
1344683,10,dfwrmcytnbhc,see,1
1344683,10,dfwrmcytnbhc,lower,1
1344683,10,dfwrmcytnbhc,oval,1
1344683,10,dfwrmcytnbhc,mass,1
1344683,10,dfwrmcytnbhc,come,1
1344683,10,dfwrmcytnbhc,mob,1
1344683,10,dfwrmcytnbhc,play,1
1344683,10,dfwrmcytnbhc,ultimate,1
1344683,10,dfwrmcytnbpb,lower,1
1344683,10,dfwrmcytnbpb,play,1
1344683,10,dfwrmcytnbpb,see,1
1344683,10,dfwrmcytnbpb,ultimate,1
1344683,10,dfwrmcytnbpb,come,1
1344683,10,dfwrmcytnbpb,mob,1
1344683,10,dfwrmcytnbpb,scrabble,1
1344683,10,dfwrmcytnbpb,mass,1
1344683,10,dfwrmcytnbpb,learn,1
1344683,10,dfwrmcytnbpb,oval,1
1344683,10,dfwrmcytnbxb,scrabble,1
1344683,10,dfwrmcytnbxb,play,1
1344683,10,dfwrmcytnbxb,learn,1
1344683,10,dfwrmcytnbxb,mass,1
1344683,10,dfwrmcytnbxb,oval,1
1344683,10,dfwrmcytnbxb,see,1
1344683,10,dfwrmcytnbxb,lower,1
1344683,10,dfwrmcytnbxb,mob,1
1344683,10,dfwrmcytnbxb,come,1
1344683,10,dfwrmcytnbxb,ultimate,1
1344683,11,dfwrmcytpbcb,mob,1
1344683,11,dfwrmcytpbcb,mass,1
1344683,11,dfwrmcytpbcb,see,1
1344683,11,dfwrmcytpbcb,learn,1
1344683,11,dfwrmcytpbcb,ultimate,1
1344683,11,dfwrmcytpbcb,scrabble,1
1344683,11,dfwrmcytpbcb,oval,1
1344683,11,dfwrmcytpbcb,lower,1
1344683,11,dfwrmcytpbcb,play,1
1344683,11,dfwrmcytpbcb,come,1
1344683,11,dfwrmcytpbdc,come,1
1344683,11,dfwrmcytpbdc,mass,1
1344683,11,dfwrmcytpbdc,play,1
1344683,11,dfwrmcytpbdc,see,1
1344683,11,dfwrmcytpbdc,learn,1
1344683,11,dfwrmcytpbdc,ultimate,1
1344683,11,dfwrmcytpbdc,lower,1
1344683,11,dfwrmcytpbdc,oval,1
1344683,11,dfwrmcytpbdc,mob,1
1344683,11,dfwrmcytpbdc,scrabble,1
1344683,11,dfwrmcytpblb,come,1
1344683,11,dfwrmcytpblb,see,1
1344683,11,dfwrmcytpblb,learn,1
1344683,11,dfwrmcytpblb,play,1
1344683,11,dfwrmcytpblb,mass,1
1344683,11,dfwrmcytpblb,oval,1
1344683,11,dfwrmcytpblb,scrabble,1
1344683,11,dfwrmcytpblb,mob,1
1344683,11,dfwrmcytpblb,lower,1
1344683,11,dfwrmcytpblb,ultimate,1
1344683,11,dfwrmcytpbmc,mob,1
1344683,11,dfwrmcytpbmc,learn,1
1344683,11,dfwrmcytpbmc,lower,1
1344683,11,dfwrmcytpbmc,play,1
1344683,11,dfwrmcytpbmc,oval,1
1344683,11,dfwrmcytpbmc,scrabble,1
1344683,11,dfwrmcytpbmc,come,1
1344683,11,dfwrmcytpbmc,mass,1
1344683,11,dfwrmcytpbmc,ultimate,1
1344683,11,dfwrmcytpbmc,see,1
1344683,11,dfwrmcytpbtb,oval,1
1344683,11,dfwrmcytpbtb,play,1
1344683,11,dfwrmcytpbtb,lower,1
1344683,11,dfwrmcytpbtb,see,1
1344683,11,dfwrmcytpbtb,come,1
1344683,11,dfwrmcytpbtb,mass,1
1344683,11,dfwrmcytpbtb,scrabble,1
1344683,11,dfwrmcytpbtb,learn,1
1344683,11,dfwrmcytpbtb,mob,1
1344683,11,dfwrmcytpbtb,ultimate,1
1344683,12,dfwrmcytqbbc,learn,1
1344683,12,dfwrmcytqbbc,mass,1
1344683,12,dfwrmcytqbbc,scrabble,1
1344683,12,dfwrmcytqbbc,oval,1
1344683,12,dfwrmcytqbbc,see,1
1344683,12,dfwrmcytqbbc,come,1
1344683,12,dfwrmcytqbbc,ultimate,1
1344683,12,dfwrmcytqbbc,play,1
1344683,12,dfwrmcytqbbc,mob,1
1344683,12,dfwrmcytqbbc,lower,1
1344683,12,dfwrmcytqbkc,lower,1
1344683,12,dfwrmcytqbkc,mass,1
1344683,12,dfwrmcytqbkc,ultimate,1
1344683,12,dfwrmcytqbkc,come,1
1344683,12,dfwrmcytqbkc,oval,1
1344683,12,dfwrmcytqbkc,play,1
1344683,12,dfwrmcytqbkc,scrabble,1
1344683,12,dfwrmcytqbkc,mob,1
1344683,12,dfwrmcytqbkc,see,1
1344683,12,dfwrmcytqbkc,learn,1
1344683,12,dfwrmcytqbrb,mob,1
1344683,12,dfwrmcytqbrb,learn,1
1344683,12,dfwrmcytqbrb,lower,1
1344683,12,dfwrmcytqbrb,scrabble,1
1344683,12,dfwrmcytqbrb,see,1
1344683,12,dfwrmcytqbrb,come,1
1344683,12,dfwrmcytqbrb,ultimate,1
1344683,12,dfwrmcytqbrb,play,1
1344683,12,dfwrmcytqbrb,mass,1
1344683,12,dfwrmcytqbrb,oval,1
1344683,1,dfwrmcyvcbfb,scrabble,1
1344683,1,dfwrmcyvcbfb,mass,1
1344683,1,dfwrmcyvcbfb,lower,1
1344683,1,dfwrmcyvcbfb,mob,1
1344683,1,dfwrmcyvcbfb,play,1
1344683,1,dfwrmcyvcbfb,oval,1
1344683,1,dfwrmcyvcbfb,learn,1
1344683,1,dfwrmcyvcbfb,see,1
1344683,1,dfwrmcyvcbfb,come,1
1344683,1,dfwrmcyvcbfb,ultimate,1
1344683,1,dfwrmcyvcbgc,mass,1
1344683,1,dfwrmcyvcbgc,learn,1
1344683,1,dfwrmcyvcbgc,mob,1
1344683,1,dfwrmcyvcbgc,see,1
1344683,1,dfwrmcyvcbgc,oval,1
1344683,1,dfwrmcyvcbgc,come,1
1344683,1,dfwrmcyvcbgc,play,1
1344683,1,dfwrmcyvcbgc,lower,1
1344683,1,dfwrmcyvcbgc,scrabble,1
1344683,1,dfwrmcyvcbgc,ultimate,1
1344683,1,dfwrmcyvcbnb,come,1
1344683,1,dfwrmcyvcbnb,learn,1
1344683,1,dfwrmcyvcbnb,see,1
1344683,1,dfwrmcyvcbnb,mass,1
1344683,1,dfwrmcyvcbnb,oval,1
1344683,1,dfwrmcyvcbnb,mob,1
1344683,1,dfwrmcyvcbnb,play,1
1344683,1,dfwrmcyvcbnb,lower,1
1344683,1,dfwrmcyvcbnb,ultimate,1
1344683,1,dfwrmcyvcbnb,scrabble,1
1344683,1,dfwrmcyvcbpc,mass,1
1344683,1,dfwrmcyvcbpc,see,1
1344683,1,dfwrmcyvcbpc,learn,1
1344683,1,dfwrmcyvcbpc,come,1
1344683,1,dfwrmcyvcbpc,play,1
1344683,1,dfwrmcyvcbpc,oval,1
1344683,1,dfwrmcyvcbpc,scrabble,1
1344683,1,dfwrmcyvcbpc,mob,1
1344683,1,dfwrmcyvcbpc,ultimate,1
1344683,1,dfwrmcyvcbpc,lower,1
1344683,1,dfwrmcyvcbwb,scrabble,1
1344683,1,dfwrmcyvcbwb,oval,1
1344683,1,dfwrmcyvcbwb,learn,1
1344683,1,dfwrmcyvcbwb,come,1
1344683,1,dfwrmcyvcbwb,mob,1
1344683,1,dfwrmcyvcbwb,see,1
1344683,1,dfwrmcyvcbwb,play,1
1344683,1,dfwrmcyvcbwb,lower,1
1344683,1,dfwrmcyvcbwb,mass,1
1344683,1,dfwrmcyvcbwb,ultimate,1
1344683,8,qnwppcytlbhb,learn,1
1344683,8,qnwppcytlbhb,lower,1
1344683,8,qnwppcytlbhb,play,1
1344683,8,qnwppcytlbhb,see,1
1344683,8,qnwppcytlbhb,ultimate,1
1344683,8,qnwppcytlbhb,oval,1
1344683,8,qnwppcytlbhb,mob,1
1344683,8,qnwppcytlbhb,come,1
1344683,8,qnwppcytlbhb,scrabble,1
1344683,8,qnwppcytlbhb,mass,1
1344683,8,qnwppcytlbjc,see,1
1344683,8,qnwppcytlbjc,play,1
1344683,8,qnwppcytlbjc,mob,1
1344683,8,qnwppcytlbjc,scrabble,1
1344683,8,qnwppcytlbjc,lower,1
1344683,8,qnwppcytlbjc,learn,1
1344683,8,qnwppcytlbjc,oval,1
1344683,8,qnwppcytlbjc,come,1
1344683,8,qnwppcytlbjc,ultimate,1
1344683,8,qnwppcytlbjc,mass,1
1344683,8,qnwppcytlbqb,play,1
1344683,8,qnwppcytlbqb,mob,1
1344683,8,qnwppcytlbqb,see,1
1344683,8,qnwppcytlbqb,come,1
1344683,8,qnwppcytlbqb,learn,1
1344683,8,qnwppcytlbqb,ultimate,1
1344683,8,qnwppcytlbqb,scrabble,1
1344683,8,qnwppcytlbqb,lower,1
1344683,8,qnwppcytlbqb,mass,1
1344683,8,qnwppcytlbqb,oval,1
1344683,8,qnwppcytlbzb,scrabble,1
1344683,8,qnwppcytlbzb,oval,1
1344683,8,qnwppcytlbzb,mass,1
1344683,8,qnwppcytlbzb,play,1
1344683,8,qnwppcytlbzb,see,1
1344683,8,qnwppcytlbzb,learn,1
1344683,8,qnwppcytlbzb,come,1
1344683,8,qnwppcytlbzb,ultimate,1
1344683,8,qnwppcytlbzb,lower,1
1344683,8,qnwppcytlbzb,mob,1
1344683,9,qnwppcytmbdb,come,1
1344683,9,qnwppcytmbdb,ultimate,1
1344683,9,qnwppcytmbdb,oval,1
1344683,9,qnwppcytmbdb,play,1
1344683,9,qnwppcytmbdb,see,1
1344683,9,qnwppcytmbdb,mass,1
1344683,9,qnwppcytmbdb,mob,1
1344683,9,qnwppcytmbdb,learn,1
1344683,9,qnwppcytmbdb,lower,1
1344683,9,qnwppcytmbdb,scrabble,1
1344683,9,qnwppcytmbfc,oval,1
1344683,9,qnwppcytmbfc,see,1
1344683,9,qnwppcytmbfc,come,1
1344683,9,qnwppcytmbfc,ultimate,1
1344683,9,qnwppcytmbfc,mass,1
1344683,9,qnwppcytmbfc,mob,1
1344683,9,qnwppcytmbfc,scrabble,1
1344683,9,qnwppcytmbfc,play,1
1344683,9,qnwppcytmbfc,learn,1
1344683,9,qnwppcytmbfc,lower,1
1344683,9,qnwppcytmbmb,ultimate,1
1344683,9,qnwppcytmbmb,come,1
1344683,9,qnwppcytmbmb,mob,1
1344683,9,qnwppcytmbmb,learn,1
1344683,9,qnwppcytmbmb,oval,1
1344683,9,qnwppcytmbmb,scrabble,1
1344683,9,qnwppcytmbmb,lower,1
1344683,9,qnwppcytmbmb,play,1
1344683,9,qnwppcytmbmb,see,1
1344683,9,qnwppcytmbmb,mass,1
1344683,9,qnwppcytmbnc,mass,1
1344683,9,qnwppcytmbnc,oval,1
1344683,9,qnwppcytmbnc,ultimate,1
1344683,9,qnwppcytmbnc,scrabble,1
1344683,9,qnwppcytmbnc,mob,1
1344683,9,qnwppcytmbnc,lower,1
1344683,9,qnwppcytmbnc,play,1
1344683,9,qnwppcytmbnc,come,1
1344683,9,qnwppcytmbnc,see,1
1344683,9,qnwppcytmbnc,learn,1
1344683,9,qnwppcytmbvb,come,1
1344683,9,qnwppcytmbvb,oval,1
1344683,9,qnwppcytmbvb,lower,1
1344683,9,qnwppcytmbvb,play,1
1344683,9,qnwppcytmbvb,learn,1
1344683,9,qnwppcytmbvb,mob,1
1344683,9,qnwppcytmbvb,scrabble,1
1344683,9,qnwppcytmbvb,mass,1
1344683,9,qnwppcytmbvb,see,1
1344683,9,qnwppcytmbvb,ultimate,1
1344683,10,qnwppcytnbcc,learn,1
1344683,10,qnwppcytnbcc,scrabble,1
1344683,10,qnwppcytnbcc,mass,1
1344683,10,qnwppcytnbcc,oval,1
1344683,10,qnwppcytnbcc,come,1
1344683,10,qnwppcytnbcc,see,1
1344683,10,qnwppcytnbcc,play,1
1344683,10,qnwppcytnbcc,ultimate,1
1344683,10,qnwppcytnbcc,lower,1
1344683,10,qnwppcytnbcc,mob,1
1344683,10,qnwppcytnbkb,lower,1
1344683,10,qnwppcytnbkb,play,1
1344683,10,qnwppcytnbkb,come,1
1344683,10,qnwppcytnbkb,mass,1
1344683,10,qnwppcytnbkb,see,1
1344683,10,qnwppcytnbkb,oval,1
1344683,10,qnwppcytnbkb,learn,1
1344683,10,qnwppcytnbkb,scrabble,1
1344683,10,qnwppcytnbkb,mob,1
1344683,10,qnwppcytnbkb,ultimate,1
1344683,10,qnwppcytnblc,scrabble,1
1344683,10,qnwppcytnblc,play,1
1344683,10,qnwppcytnblc,ultimate,1
1344683,10,qnwppcytnblc,oval,1
1344683,10,qnwppcytnblc,come,1
1344683,10,qnwppcytnblc,see,1
1344683,10,qnwppcytnblc,lower,1
1344683,10,qnwppcytnblc,mob,1
1344683,10,qnwppcytnblc,learn,1
1344683,10,qnwppcytnblc,mass,1
1344683,10,qnwppcytnbsb,play,1
1344683,10,qnwppcytnbsb,come,1
1344683,10,qnwppcytnbsb,learn,1
1344683,10,qnwppcytnbsb,oval,1
1344683,10,qnwppcytnbsb,mob,1
1344683,10,qnwppcytnbsb,ultimate,1
1344683,10,qnwppcytnbsb,see,1
1344683,10,qnwppcytnbsb,lower,1
1344683,10,qnwppcytnbsb,mass,1
1344683,10,qnwppcytnbsb,scrabble,1
1344683,11,qnwppcytpbgb,learn,1
1344683,11,qnwppcytpbgb,scrabble,1
1344683,11,qnwppcytpbgb,oval,1
1344683,11,qnwppcytpbgb,lower,1
1344683,11,qnwppcytpbgb,mob,1
1344683,11,qnwppcytpbgb,see,1
1344683,11,qnwppcytpbgb,mass,1
1344683,11,qnwppcytpbgb,play,1
1344683,11,qnwppcytpbgb,ultimate,1
1344683,11,qnwppcytpbgb,come,1
1344683,11,qnwppcytpbhc,oval,1
1344683,11,qnwppcytpbhc,see,1
1344683,11,qnwppcytpbhc,learn,1
1344683,11,qnwppcytpbhc,mob,1
1344683,11,qnwppcytpbhc,ultimate,1
1344683,11,qnwppcytpbhc,come,1
1344683,11,qnwppcytpbhc,mass,1
1344683,11,qnwppcytpbhc,play,1
1344683,11,qnwppcytpbhc,scrabble,1
1344683,11,qnwppcytpbhc,lower,1
1344683,11,qnwppcytpbpb,play,1
1344683,11,qnwppcytpbpb,see,1
1344683,11,qnwppcytpbpb,mob,1
1344683,11,qnwppcytpbpb,mass,1
1344683,11,qnwppcytpbpb,ultimate,1
1344683,11,qnwppcytpbpb,scrabble,1
1344683,11,qnwppcytpbpb,learn,1
1344683,11,qnwppcytpbpb,lower,1
1344683,11,qnwppcytpbpb,come,1
1344683,11,qnwppcytpbpb,oval,1
1344683,11,qnwppcytpbxb,ultimate,1
1344683,11,qnwppcytpbxb,come,1
1344683,11,qnwppcytpbxb,oval,1
1344683,11,qnwppcytpbxb,lower,1
1344683,11,qnwppcytpbxb,see,1
1344683,11,qnwppcytpbxb,learn,1
1344683,11,qnwppcytpbxb,play,1
1344683,11,qnwppcytpbxb,mob,1
1344683,11,qnwppcytpbxb,scrabble,1
1344683,11,qnwppcytpbxb,mass,1
1344683,12,qnwppcytqbfc,mass,1
1344683,12,qnwppcytqbfc,ultimate,1
1344683,12,qnwppcytqbfc,come,1
1344683,12,qnwppcytqbfc,mob,1
1344683,12,qnwppcytqbfc,see,1
1344683,12,qnwppcytqbfc,learn,1
1344683,12,qnwppcytqbfc,oval,1
1344683,12,qnwppcytqbfc,scrabble,1
1344683,12,qnwppcytqbfc,lower,1
1344683,12,qnwppcytqbfc,play,1
1344683,12,qnwppcytqbmb,oval,1
1344683,12,qnwppcytqbmb,ultimate,1
1344683,12,qnwppcytqbmb,come,1
1344683,12,qnwppcytqbmb,see,1
1344683,12,qnwppcytqbmb,lower,1
1344683,12,qnwppcytqbmb,mob,1
1344683,12,qnwppcytqbmb,mass,1
1344683,12,qnwppcytqbmb,scrabble,1
1344683,12,qnwppcytqbmb,learn,1
1344683,12,qnwppcytqbmb,play,1
1344683,12,qnwppcytqbnc,mass,1
1344683,12,qnwppcytqbnc,see,1
1344683,12,qnwppcytqbnc,play,1
1344683,12,qnwppcytqbnc,oval,1
1344683,12,qnwppcytqbnc,ultimate,1
1344683,12,qnwppcytqbnc,scrabble,1
1344683,12,qnwppcytqbnc,lower,1
1344683,12,qnwppcytqbnc,learn,1
1344683,12,qnwppcytqbnc,mob,1
1344683,12,qnwppcytqbnc,come,1
1344683,12,qnwppcytqbvb,mass,1
1344683,12,qnwppcytqbvb,see,1
1344683,12,qnwppcytqbvb,ultimate,1
1344683,12,qnwppcytqbvb,lower,1
1344683,12,qnwppcytqbvb,mob,1
1344683,12,qnwppcytqbvb,come,1
1344683,12,qnwppcytqbvb,play,1
1344683,12,qnwppcytqbvb,scrabble,1
1344683,12,qnwppcytqbvb,learn,1
1344683,12,qnwppcytqbvb,oval,1
1344683,1,qnwppcyvcbbc,play,1
1344683,1,qnwppcyvcbbc,learn,1
1344683,1,qnwppcyvcbbc,ultimate,1
1344683,1,qnwppcyvcbbc,scrabble,1
1344683,1,qnwppcyvcbbc,mass,1
1344683,1,qnwppcyvcbbc,oval,1
1344683,1,qnwppcyvcbbc,come,1
1344683,1,qnwppcyvcbbc,see,1
1344683,1,qnwppcyvcbbc,mob,1
1344683,1,qnwppcyvcbbc,lower,1
1344683,1,qnwppcyvcbjb,ultimate,1
1344683,1,qnwppcyvcbjb,oval,1
1344683,1,qnwppcyvcbjb,see,1
1344683,1,qnwppcyvcbjb,come,1
1344683,1,qnwppcyvcbjb,scrabble,1
1344683,1,qnwppcyvcbjb,learn,1
1344683,1,qnwppcyvcbjb,lower,1
1344683,1,qnwppcyvcbjb,mob,1
1344683,1,qnwppcyvcbjb,mass,1
1344683,1,qnwppcyvcbjb,play,1
1344683,1,qnwppcyvcbkc,mob,1
1344683,1,qnwppcyvcbkc,see,1
1344683,1,qnwppcyvcbkc,learn,1
1344683,1,qnwppcyvcbkc,come,1
1344683,1,qnwppcyvcbkc,lower,1
1344683,1,qnwppcyvcbkc,scrabble,1
1344683,1,qnwppcyvcbkc,mass,1
1344683,1,qnwppcyvcbkc,ultimate,1
1344683,1,qnwppcyvcbkc,play,1
1344683,1,qnwppcyvcbkc,oval,1
1344683,1,qnwppcyvcbrb,play,1
1344683,1,qnwppcyvcbrb,oval,1
1344683,1,qnwppcyvcbrb,scrabble,1
1344683,1,qnwppcyvcbrb,ultimate,1
1344683,1,qnwppcyvcbrb,see,1
1344683,1,qnwppcyvcbrb,come,1
1344683,1,qnwppcyvcbrb,mob,1
1344683,1,qnwppcyvcbrb,mass,1
1344683,1,qnwppcyvcbrb,learn,1
1344683,1,qnwppcyvcbrb,lower,1
1477047,8,224765594,dance,1
1477047,8,224765594,practice,1
1477047,8,224765594,pattern,1
1477047,8,224765594,classes,1
1477047,8,224765594,level,1
1477047,8,224765594,style,1
1477047,8,224765594,square,1
1477047,8,224765594,meditation,1
1477047,8,224765594,salsa,1
1477047,8,224765594,beginner,1
3789242,8,224392015,level,1
3789242,8,224392015,salsa,1
3789242,8,224392015,classes,1
3789242,8,224392015,pattern,1
3789242,8,224392015,style,1
3789242,8,224392015,meditation,1
3789242,8,224392015,dance,1
3789242,8,224392015,practice,1
3789242,8,224392015,square,1
3789242,8,224392015,beginner,1
3789242,8,224392030,meditation,1
3789242,8,224392030,salsa,1
3789242,8,224392030,beginner,1
3789242,8,224392030,level,1
3789242,8,224392030,style,1
3789242,8,224392030,practice,1
3789242,8,224392030,dance,1
3789242,8,224392030,square,1
3789242,8,224392030,classes,1
3789242,8,224392030,pattern,1
3789242,8,224709472,meditation,1
3789242,8,224709472,salsa,1
3789242,8,224709472,practice,1
3789242,8,224709472,level,1
3789242,8,224709472,pattern,1
3789242,8,224709472,dance,1
3789242,8,224709472,style,1
3789242,8,224709472,classes,1
3789242,8,224709472,beginner,1
3789242,8,224709472,square,1
3789242,8,224709559,salsa,1
3789242,8,224709559,dance,1
3789242,8,224709559,style,1
3789242,8,224709559,beginner,1
3789242,8,224709559,meditation,1
3789242,8,224709559,classes,1
3789242,8,224709559,level,1
3789242,8,224709559,square,1
3789242,8,224709559,pattern,1
3789242,8,224709559,practice,1
3789242,9,225359953,style,1
3789242,9,225359953,dance,1
3789242,9,225359953,pattern,1
3789242,9,225359953,beginner,1
3789242,9,225359953,practice,1
3789242,9,225359953,classes,1
3789242,9,225359953,salsa,1
3789242,9,225359953,level,1
3789242,9,225359953,square,1
3789242,9,225359953,meditation,1
3789242,9,225360546,practice,1
3789242,9,225360546,meditation,1
3789242,9,225360546,dance,1
3789242,9,225360546,style,1
3789242,9,225360546,square,1
3789242,9,225360546,level,1
3789242,9,225360546,classes,1
3789242,9,225360546,beginner,1
3789242,9,225360546,pattern,1
3789242,9,225360546,salsa,1
3789242,10,225956361,practice,1
3789242,10,225956361,meditation,1
3789242,10,225956361,salsa,1
3789242,10,225956361,square,1
3789242,10,225956361,style,1
3789242,10,225956361,level,1
3789242,10,225956361,classes,1
3789242,10,225956361,beginner,1
3789242,10,225956361,dance,1
3789242,10,225956361,pattern,1
